d274884c-a327-4a93-ab6e-bb6134f10b87	d3f6ee83-b080-4f6c-acbb-d3d16c86cdb6	Qualificação	1	bg-warning	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
ceb956fd-47db-44dc-931d-5fbd7ec64954	d3f6ee83-b080-4f6c-acbb-d3d16c86cdb6	Proposta	2	bg-accent	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
e7c95110-d66e-4699-8d36-548c40b41e66	d3f6ee83-b080-4f6c-acbb-d3d16c86cdb6	Fechamento	3	bg-success	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
7bd8efa0-a398-47ae-8ba7-cd377ac41219	63cc039e-fc1a-4599-a723-6a85f0a754ea	Triagem e Qualificação	0	bg-primary	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
dca5bce3-6be2-4402-937b-89477afe1f1b	63cc039e-fc1a-4599-a723-6a85f0a754ea	Abertura/Acionamento	1	bg-warning	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
c3cb03ef-2799-4b2a-bec7-5e0cda79adf6	63cc039e-fc1a-4599-a723-6a85f0a754ea	Monitoramento	2	bg-accent	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
c44e8c8d-f8bd-436f-8efb-115ae014451a	63cc039e-fc1a-4599-a723-6a85f0a754ea	Pós-Atendimento	3	bg-success	2026-07-13 23:40:40.913027+00	2026-07-13 23:40:40.913027+00
2346fd0f-448c-48df-8941-0b3641dce686	79127b9d-3bd8-43b9-a217-2280f1e81081	Novo Lead	0	bg-muted-foreground	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
a278576c-5d49-4554-858c-5b817f5d2ecf	79127b9d-3bd8-43b9-a217-2280f1e81081	Qualificação	1	bg-primary	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
22848bf3-c3c0-4112-9eac-9fb1565fc87b	79127b9d-3bd8-43b9-a217-2280f1e81081	Proposta	2	bg-warning	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
24de3877-4e3c-4ebb-b112-8339a688671f	79127b9d-3bd8-43b9-a217-2280f1e81081	Fechamento	3	bg-success	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
c2c8fdb6-b4bd-49eb-8c96-00485a6c9c90	d83a2e9b-f893-4f66-944a-471d0441a5f1	Novo Lead	0	bg-muted-foreground	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
115b0419-2fa3-48e7-bce8-f7674846721e	d83a2e9b-f893-4f66-944a-471d0441a5f1	Qualificação	1	bg-primary	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
baab963b-605a-4476-b927-bb5e0e307027	d83a2e9b-f893-4f66-944a-471d0441a5f1	Proposta	2	bg-warning	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
6f5d6bed-031d-44ba-bacf-3e944b0039a5	d83a2e9b-f893-4f66-944a-471d0441a5f1	Fechamento	3	bg-success	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
70778bee-2a82-469d-ba21-2fc5fc692b30	23722067-2a83-423f-bc98-0daa14885429	Novo Lead	0	bg-muted-foreground	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
99507c1f-9c50-4780-8076-4aa9898e6583	23722067-2a83-423f-bc98-0daa14885429	Qualificação	1	bg-primary	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
9a803e35-dfec-4a29-93d3-53ef64d3900f	23722067-2a83-423f-bc98-0daa14885429	Proposta	2	bg-warning	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
f69debd5-dab8-4e1b-b61b-1d60263447ee	23722067-2a83-423f-bc98-0daa14885429	Fechamento	3	bg-success	2026-07-14 00:19:20.771405+00	2026-07-14 00:19:20.771405+00
